node,lat,lon,REGION,node_name
CACTUS_LNODE-1,36.002365,-115.1711757,CAISO,node
CACTUS_LNODE-2,36.002365,-115.1712863,CAISO,node
CADET_6_N002,35.1133,-119.4706,CAISO,node
CAESARS_LNODE-1,36.117353,-115.1797426,CAISO,node
CAESARS_LNODE-2,36.117353,-115.1798534,CAISO,node
CALAVE_1_N001,36.71900181,-119.765541,CAISO,node
CALAVE_1_N002,36.71882219,-119.765541,CAISO,node
CALAVE_1_N004,36.71882219,-119.765765,CAISO,node
CALCMENT_6_N101,34.77,-118.209945,CAISO,node
CALCMENT_6_N151,34.77,-118.210055,CAISO,node
CALISTGA_6_N001,38.592664,-122.57862,CAISO,node
CALLENDR_1_N001,35.04,-120.6,CAISO,node
CALPELLA_1_N001,39.197538,-123.192135,CAISO,node
CALSUB_LNODEET,39.521219,-120.008761,CAISO,node
CALYO_BP_LNODE2KV,44.08802052,-123.0852412,CAISO,node
CALYO_BP_LNODEKV2,44.08802052,-123.085367,CAISO,node
CAL_1_CAL_TX_SLRGNODE,31.82620974,-106.2503882,CAISO,node
CAL_LNODE_10,31.82602915,-106.2503882,CAISO,node
CAL_LNODE_11,31.82602915,-106.2506007,CAISO,node
CAL_LNODE_12,31.82620974,-106.2506007,CAISO,node
CAMANCHE_7_N001,38.22685412,-121.0245,CAISO,node
CAMANCHE_7_N002,38.22677294,-121.0244403,CAISO,node
CAMANCHE_7_N003,38.22677294,-121.0245597,CAISO,node
CAMASSW_LNODEMAS,45.584349,-122.40644,CAISO,node
CAMAS_GMILLGNODE,45.58215,-122.404056,CAISO,node
CAMDEN_6_N001,36.446259,-119.7990423,CAISO,node
CAMDEN_6_N002,36.446259,-119.7991537,CAISO,node
CAMERON_6_N001,32.653246,-116.4880728,CAISO,node
CAMERO_LNODEK2,36.037898,-115.190495,CAISO,node
CAMER_SR_LNODELD2,33.44469,-111.638525,CAISO,node
CAMINO_2_N001,34.83,-114.99,CAISO,node
CAMPHORA_6_N001,36.468298,-121.3901713,CAISO,node
CAMPHORA_6_N003,36.468298,-121.3902827,CAISO,node
CAM_GNODE1,38.795667,-120.6219594,CAISO,node
CAM_GNODE2,38.795667,-120.6220746,CAISO,node
CAM_LNODEXF2,47.358333,-122.280833,CAISO,node
CANAL_6_N001,37.066369,-120.8354215,CAISO,node
CANAL_6_N006,37.066369,-120.8355345,CAISO,node
CANAL_SC_LNODE721,47.661916,-122.365197,CAISO,node
CANAL_SC_LNODE722,47.661916,-122.3650631,CAISO,node
CANAL_SC_LNODE723,47.6618258,-122.3650631,CAISO,node
CANAL_SC_LNODE724,47.66176202,-122.3651578,CAISO,node
CANAL_SC_LNODE725,47.66174677,-122.3652898,CAISO,node
CANAL_SC_LNODE726,47.66177801,-122.3654154,CAISO,node
CANAL_SC_LNODE727,47.66184379,-122.365507,CAISO,node
CANAL_SC_LNODE728,47.66192904,-122.3655508,CAISO,node
CANAL_SC_LNODE729,47.6620191,-122.3655435,CAISO,node
CANAL_SC_LNODE730,47.66210161,-122.3654894,CAISO,node
CANAL_SC_LNODE731,47.66216724,-122.3653975,CAISO,node
CANAL_SC_LNODE732,47.66220994,-122.3652795,CAISO,node
CANAL_SC_LNODE733,47.66222671,-122.3651479,CAISO,node
CANAL_SC_LNODE734,47.66221717,-122.3650148,CAISO,node
CANAL_SC_LNODE735,47.66218313,-122.3648907,CAISO,node
CANBY_BP_LNODEACW,41.444926,-120.8808779,CAISO,node
CANBY_BP_LNODEVEC,41.444926,-120.8809981,CAISO,node
CANEZ_LNODEDIST,31.50843089,-111.0020067,CAISO,node
CANFERRY_1_CYF1GNODE,46.64894615,-111.72788,CAISO,node
CANFERRY_1_CYF2GNODE,46.64886493,-111.7278117,CAISO,node
CANFERRY_1_CYF3GNODE,46.64886493,-111.7279483,CAISO,node
CANOA_RN_LNODEDIST,31.80833,-111.0036,CAISO,node
CANTGEN_7_N002,36.428641,-120.338173,CAISO,node
CANYN_CR_LNODEOAD,46.805926,-112.253757,CAISO,node
CANYONNW_LNODEOAD,44.978678,-110.704996,CAISO,node
CANYONP1_7_GN001,33.85814606,-117.8615585,CAISO,node
CANYONP2_7_GN001,33.85796594,-117.8615585,CAISO,node
CANYONP3_7_GN001,33.85796594,-117.8617755,CAISO,node
CANYONP4_7_GN001,33.85814606,-117.8617755,CAISO,node
CAN_SUB_LNODEONA,34.18955419,-118.592,CAISO,node
CAN_SUB_LNODEONB,34.1894729,-118.5919433,CAISO,node
CAN_SUB_LNODEONC,34.1894729,-118.5920567,CAISO,node
CAPAY_6_N001,39.776083,-122.10383,CAISO,node
CAPEH_BP_LNODEPUD,45.592868,-122.17698,CAISO,node
CAPSTRNO_1_N016,33.512894,-117.665545,CAISO,node
CAPWIND_1_B1,33.88,-116.46,CAISO,node
CAP_LNODEXF1,47.033889,-122.8932667,CAISO,node
CAP_LNODEXF2,47.033889,-122.8933993,CAISO,node
CARABOU_7_B1,40.08553001,-121.148241,CAISO,node
CARABOU_7_B12,40.085449,-121.1481799,CAISO,node
CARABOU_7_B3,40.085449,-121.1483021,CAISO,node
CARBOGEN_7_B1,33.81886,-118.222474,CAISO,node
CARBONA_6_N003,37.692184,-121.4181819,CAISO,node
CARBONA_6_N101,37.692184,-121.4182961,CAISO,node
CARBU_BP_LNODERK1,45.637269,-122.698742,CAISO,node
CARBU_BP_LNODERK3,45.637269,-122.69887,CAISO,node
CAREY_LNODE-5,36.20464072,-115.061532,CAISO,node
CAREY_LNODE-6,36.20456014,-115.0614743,CAISO,node
CAREY_LNODE-7,36.20456014,-115.0615897,CAISO,node
CARLIN_LNODE12,40.726565,-116.116231,CAISO,node
CARLOTTA_6_N001,40.541123,-124.0638205,CAISO,node
CARLOTTA_6_N003,40.541123,-124.0639395,CAISO,node
CARLO_SR_LNODELD1,33.38016,-110.955,CAISO,node
CARLSN_R_LNODEOAD,45.30526,-112.641345,CAISO,node
CARLTNHS_1_GN001,32.857709,-117.028847,CAISO,node
CARLTNHS_1_N001,32.85503755,-117.0118514,CAISO,node
CARLTNHS_1_N004,32.85485845,-117.0118514,CAISO,node
CARLTNHS_1_N011,32.85485845,-117.0120646,CAISO,node
CARLTNHS_1_N012,32.85503755,-117.0120646,CAISO,node
CARLT_BP_LNODESS,45.280888,-123.152852,CAISO,node
CARMEN_S_1_G01GNODE,44.28592634,-122.0412695,CAISO,node
CARMEN_S_1_G02GNODE,44.28592634,-122.0413957,CAISO,node
CARNATIO_6_N001,35.311332,-119.083574,CAISO,node
CARNERAS_6_N001,35.541055,-119.805238,CAISO,node
CAROLNDS_6_N001,37.552919,-122.376331,CAISO,node
CAROLNDS_6_N002,37.552919,-122.376445,CAISO,node
CARQUINZ_1_N001,38.091038,-122.2484866,CAISO,node
CARQUINZ_1_N002,38.091038,-122.2486014,CAISO,node
CARRE_SR_LNODELD2,33.38661,-111.493,CAISO,node
CARRIZO_1_N001,35.380509,-120.040252,CAISO,node
CARRO_BP_LNODE115,46.0835,-122.862,CAISO,node
CARSONN_LNODE30,39.172588,-119.759409,CAISO,node
CARSONN_LNODE31,39.172588,-119.7592935,CAISO,node
CARSONN_LNODE32,39.17249846,-119.7592935,CAISO,node
CARSONN_LNODE33,39.17243515,-119.7593752,CAISO,node
CARSONN_LNODE40,39.17242001,-119.759489,CAISO,node
CARSONN_LNODE41,39.17245102,-119.7595974,CAISO,node
CARSONN_LNODE42,39.17251632,-119.7596764,CAISO,node
CARSONN_LNODE43,39.17260094,-119.7597141,CAISO,node
CARSO_BP_LNODE115,45.72027,-121.804133,CAISO,node
CARTWRIT_LNODELD2,33.48734484,-112.160674,CAISO,node
CARTWRIT_LNODELD3,33.48726408,-112.1606181,CAISO,node
CARTWRIT_LNODELD4,33.48726408,-112.1607299,CAISO,node
CARTWRT_1_N001,37.79,-122.2499428,CAISO,node
CARTWRT_1_N010,37.79,-122.2500572,CAISO,node
CARUTHRS_6_N001,36.531554,-119.882758,CAISO,node
CAR_LNODEXF1,48.76,-122.459444,CAISO,node
CASAGRND_LNODED2_1,32.53977982,-111.463012,CAISO,node
CASAGRND_LNODEED22,32.53969909,-111.4629567,CAISO,node
CASAGRND_LNODEED23,32.53969909,-111.4630673,CAISO,node
CASCES_7_N008,37.9201,-121.2392,CAISO,node
CASCL_BP_LNODEITY,45.67804273,-121.853013,CAISO,node
CASCL_BP_LNODELKS,45.67796214,-121.8529464,CAISO,node
CASCL_BP_LNODEMID,45.67796214,-121.8530796,CAISO,node
CASEY_SR_LNODELD1,33.354889,-111.597447,CAISO,node
CASEY_SR_LNODELD2,33.354889,-111.5973397,CAISO,node
CASHI_SR_LNODELD1,33.43629082,-112.284866,CAISO,node
CASHI_SR_LNODELD4,33.43621009,-112.2848101,CAISO,node
CASHI_SR_LNODELD5,33.43621009,-112.2849219,CAISO,node
CASTLE_LNODEDR1,37.3619549,-120.5626498,CAISO,node
CASTLE_LNODEDR2,37.36187667,-120.562593,CAISO,node
CASTLE_LNODEDR3,37.36179843,-120.5626498,CAISO,node
CASTLE_LNODEDR4,37.36179843,-120.5627634,CAISO,node
CASTLE_LNODEDR5,37.36187667,-120.5628203,CAISO,node
CASTLE_LNODEDR6,37.3619549,-120.5627634,CAISO,node
CASTROVL_2_N001,37.691277,-122.0610029,CAISO,node
CASTROVL_2_N003,37.691277,-122.0611171,CAISO,node
CASTROVL_2_N006,36.76278385,-121.7362538,CAISO,node
CAS_LA_LNODESMW,34.587237,-118.656638,CAISO,node
CAS_LNODEXF1,47.202222,-120.969167,CAISO,node
CAS_PP_GNODE1,34.587237,-118.6565281,CAISO,node
CAS_PP_GNODE2,34.58714656,-118.6565281,CAISO,node
CAS_PP_GNODE3,34.58708262,-118.6566058,CAISO,node
CAS_PP_GNODE4,34.58706732,-118.6567141,CAISO,node
CAS_PP_GNODE5,34.58709865,-118.6568171,CAISO,node
CAS_PP_GNODE6,34.5871646,-118.6568923,CAISO,node
CAS_PP_GNODE7,34.58725007,-118.6569282,CAISO,node
CAS_PP_LNODE1AUX,34.58734037,-118.6569222,CAISO,node
CAS_PP_LNODE2AUX,34.5874231,-118.6568778,CAISO,node
CAS_PP_LNODE3AUX,34.5874889,-118.6568025,CAISO,node
CAS_PP_LNODE4AUX,34.58753172,-118.6567057,CAISO,node
CAS_PP_LNODE5AUX,34.58754852,-118.6565978,CAISO,node
CAS_PP_LNODE6AUX,34.58753896,-118.6564885,CAISO,node
CATALGEN_7_N001,34.94,-118.35,CAISO,node
CATALYST_7_N001,37.336477,-121.8790962,CAISO,node
CATALYST_7_N002,37.336477,-121.8792098,CAISO,node
CATHL_BP_LNODE115,46.195702,-123.371192,CAISO,node
CATLETT_6_N001,38.808811,-121.516115,CAISO,node
CAVLSRGN_7_B1,35.342221,-119.913255,CAISO,node
CAWELOB_6_N001,35.570978,-119.1154638,CAISO,node
CAWELOC_1_N001,35.570978,-119.1155742,CAISO,node
CAWP_GNODEAWP,42.878333,-115.016389,CAISO,node
CAYETNO_2_N002,37.754444,-121.728889,CAISO,node
CAYUCOS_6_N001,35.448654,-120.8703058,CAISO,node
CAYUCOS_6_N006,35.448654,-120.8704162,CAISO,node
CA_LNODE10A,33.82838392,-111.9480269,CAISO,node
CA_LNODE14A,33.82846901,-111.9480623,CAISO,node
CA_LNODER2A,33.82855891,-111.9480564,CAISO,node
CBLSTN_T_LNODEOAD,45.773011,-111.504256,CAISO,node
CB_LNODE10A,33.511889,-111.917781,CAISO,node
CB_LNODE12A,33.511889,-111.9176733,CAISO,node
CB_LNODE14A,33.51179924,-111.9176733,CAISO,node
CB_LNODE18A,33.51173577,-111.9177495,CAISO,node
CB_LNODE21A,33.5117206,-111.9178556,CAISO,node
CB_LNODE22A,33.51175168,-111.9179566,CAISO,node
CB_LNODE24A,33.51181715,-111.9180302,CAISO,node
CB_LNODE25A,33.51190197,-111.9180654,CAISO,node
CB_LNODE26A,33.5119916,-111.9180595,CAISO,node
CB_LNODER9A,33.5120737,-111.918016,CAISO,node
CCOS6_7_B1,37.99874721,-121.783314,CAISO,node
CCOS7_7_B1,37.99866589,-121.7832544,CAISO,node
CCOSTA_2_N001,37.99866589,-121.7833736,CAISO,node
CCRK_LNODEWR1,45.3414,-122.7808,CAISO,node
CCR_7_CSS_BESSGNODE,33.144785,-112.67636,CAISO,node
CCR_7_PAL_BESSGNODE,33.144785,-112.676253,CAISO,node
CCR_GNODECCS,33.04335953,-112.6661362,CAISO,node
CCR_GNODEPAL,33.04318047,-112.6661362,CAISO,node
CCR_LNODE14A,33.04318047,-112.6663498,CAISO,node
CCR_LNODER2A,33.04335953,-112.6663498,CAISO,node
CCSUB_1_N001,38.03,-121.75,CAISO,node
CCSUB_2_N001,38.02,-121.7599427,CAISO,node
CCSUB_2_N010,38.02,-121.7600573,CAISO,node
CCSUB_6_N024,38.000648,-121.75077,CAISO,node
CC_LNODE10A,33.475287,-112.066284,CAISO,node
CC_LNODE11A,33.475287,-112.0661764,CAISO,node
CC_LNODE13A,33.47519727,-112.0661764,CAISO,node
CC_LNODE14A,33.47513382,-112.0662525,CAISO,node
CC_LNODE17A,33.47511865,-112.0663585,CAISO,node
CC_LNODE18A,33.47514973,-112.0664594,CAISO,node
CC_LNODE19A,33.47521517,-112.066533,CAISO,node
CC_LNODE21A,33.47529997,-112.0665682,CAISO,node
CC_LNODE22A,33.47538957,-112.0665623,CAISO,node
CC_LNODE25A,33.47547164,-112.0665188,CAISO,node
CC_LNODE26A,33.47553694,-112.0664451,CAISO,node
CC_LNODE27A,33.47557942,-112.0663503,CAISO,node
CC_LNODE29A,33.47559609,-112.0662446,CAISO,node
CC_LNODE30A,33.4755866,-112.0661376,CAISO,node
CC_LNODER9A,33.47555274,-112.066038,CAISO,node
CDALENE_1_1LNODE,47.691,-116.765533,CAISO,node
CDALENE_1_2LNODE,47.691,-116.765667,CAISO,node
CDAL_LNODE133,43.605552,-116.3351176,CAISO,node
CDAL_LNODE134,43.605552,-116.3352424,CAISO,node
CDPO_GNODE001,44.525205,-116.0485797,CAISO,node
CDPO_GNODE002,44.525205,-116.0487063,CAISO,node
CDRFL_SC_LNODE611,47.41950336,-121.7821865,CAISO,node
CDRFL_SC_LNODE612,47.41932264,-121.7821865,CAISO,node
CDS_LNODER2A,34.334661,-112.1138793,CAISO,node
CDS_LNODER4A,34.334661,-112.1139887,CAISO,node
CDWL_LNODE134,43.679082,-116.686076,CAISO,node
CD_LNODE10A,33.30301161,-111.8343164,CAISO,node
CD_LNODE13A,33.302934,-111.8342628,CAISO,node
CD_LNODER1A,33.30285639,-111.8343164,CAISO,node
CD_LNODER2A,33.30285639,-111.8344236,CAISO,node
CD_LNODER5A,33.302934,-111.8344772,CAISO,node
CD_LNODER9A,33.30301161,-111.8344236,CAISO,node
CE1_1_CE1_CRLEF_GENGNODE,31.80716818,-106.519269,CAISO,node
CE1_LNODE_10,31.80708691,-106.5192138,CAISO,node
CE1_LNODE_11,31.80708691,-106.5193242,CAISO,node
CEDARFLS_1_GEN5GNODE,47.41932264,-121.7824535,CAISO,node
CEDARFLS_1_GEN6GNODE,47.41950336,-121.7824535,CAISO,node
CEDAR_BP_LNODEVIL,46.858647,-123.282636,CAISO,node
CEDAR_FDR1LNODE,47.2256,-122.47526,CAISO,node
CEDAR_FDR2LNODE,47.2256,-122.4751268,CAISO,node
CEDAR_FDR3LNODE,47.22550957,-122.4751268,CAISO,node
CEDAR_FDR4LNODE,47.22544563,-122.475221,CAISO,node
CEDAR_FDR5LNODE,47.22543034,-122.4753522,CAISO,node
CEDAR_FDR6LNODE,47.22546166,-122.4754772,CAISO,node
CEDAR_FDR7LNODE,47.22552761,-122.4755683,CAISO,node
CEDAR_FDR8LNODE,47.22561307,-122.4756118,CAISO,node
CEDRCRK_6_N001,40.791169,-121.9378323,CAISO,node
CEDRCRK_6_N101,40.791169,-121.9379517,CAISO,node
CEDRSTRM_LNODELD1,33.44031,-111.9629313,CAISO,node
CEDRSTRM_LNODELD2,33.44031,-111.9630387,CAISO,node
CED_LNODEXF1,47.211389,-122.303611,CAISO,node
CEK_LNODESEC,47.650833,-122.696667,CAISO,node
CELILO_LNODEDC1BURB,45.59572,-121.11431,CAISO,node
CELILO_LNODEDC1GLEN,45.59572,-121.114182,CAISO,node
CELILO_LNODEDC1LADWP,45.59564246,-121.114246,CAISO,node
CELILO_LNODEDC2BURB,45.59564246,-121.114374,CAISO,node
CELILO_LNODEDC2GLEN,45.59572,-121.114438,CAISO,node
CELILO_LNODEDC2LADWP,45.59579754,-121.114374,CAISO,node
CELILO_LNODENCL,45.59579754,-121.114246,CAISO,node
CELILO_NDB1,45.594608,-121.113015,CAISO,node
CELILO_NDB2,45.594608,-121.113143,CAISO,node
CENT403_7_N006,37.249,-121.1122,CAISO,node
CENTENNL_LNODELD1,33.300185,-111.8899754,CAISO,node
CENTENNL_LNODELD2,33.300185,-111.8900826,CAISO,node
CENTERS_6_N001,33.92888407,-118.105463,CAISO,node
CENTERS_6_N004,33.92880296,-118.1054066,CAISO,node
CENTERS_6_N008,34.004722,-118.09917,CAISO,node
CENTERS_6_N200,33.92880296,-118.1055194,CAISO,node
CENTF_BP_LNODE420,46.595525,-117.8067844,CAISO,node
CENTF_BP_LNODE428,46.595525,-117.8069156,CAISO,node
CENTURY_7_B1,34.06069023,-117.3531911,CAISO,node
CENTURY_7_B3,34.06050977,-117.3531911,CAISO,node
CENTURY_7_B4,34.06050977,-117.3534089,CAISO,node
CENTURY_7_B5,34.06069023,-117.3534089,CAISO,node
CEN_LINC_7_G01GNODE,45.58215,-122.404184,CAISO,node
CEN_LNODEXF1,47.6125,-122.1866001,CAISO,node
CEN_LNODEXF2,47.6125,-122.1867339,CAISO,node
CEN_SUB_LNODEONB,33.94805408,-118.255,CAISO,node
CEN_SUB_LNODEONC,33.94797296,-118.2549435,CAISO,node
CEN_SUB_LNODEOND,33.94797296,-118.2550565,CAISO,node
CERES_LNODEDR1,37.60885621,-120.9567296,CAISO,node
CERES_LNODEDR3,37.60897105,-120.9565957,CAISO,node
CERES_LNODEDR4,37.60890192,-120.956592,CAISO,node
CERES_LNODEDR5,37.60876066,-120.9567129,CAISO,node
CERES_LNODEDR7,37.60893248,-120.9567121,CAISO,node
CERES_LNODEDR8,37.60900119,-120.9567144,CAISO,node
CERTTEED_1_N001,37.06,-120.0799435,CAISO,node
CERTTEED_1_N002,37.06,-120.0800565,CAISO,node
CE_LNODE13A,33.59195179,-111.9449901,CAISO,node
CE_LNODE14A,33.591874,-111.9449362,CAISO,node
CE_LNODE17A,33.59179621,-111.9449901,CAISO,node
CE_LNODE18A,33.59179621,-111.9450979,CAISO,node
CE_LNODE21A,33.591874,-111.9451518,CAISO,node
CE_LNODER9A,33.59195179,-111.9450979,CAISO,node
CF_LNODEMR1,32.574129,-112.874192,CAISO,node
CG_LNODE11A,32.885031,-111.775034,CAISO,node
CG_LNODE12A,32.885031,-111.7749274,CAISO,node
CG_LNODE22A,32.88494146,-111.7749274,CAISO,node
CG_LNODE26A,32.88487815,-111.7750028,CAISO,node
CG_LNODER2A,32.884863,-111.7751079,CAISO,node
CG_LNODER4A,32.88489402,-111.7752079,CAISO,node
CG_LNODER6A,32.88495932,-111.7752808,CAISO,node
CG_LNODER7A,32.88504394,-111.7753157,CAISO,node
CG_LNODER8A,32.88513335,-111.7753099,CAISO,node
CH.STN._7_N001,37.874825,-120.474061,CAISO,node
CHALKCLF_7_N001,35.097222,-119.429722,CAISO,node
CHALLNGE_6_N001,39.48543,-121.220509,CAISO,node
CHAMBERS_1_INLAND_IP_LLNODE,46.72178494,-117.3126878,CAISO,node
CHAMB_SR_LNODELD1,33.463531,-111.9008172,CAISO,node
CHAMB_SR_LNODELD2,33.463531,-111.9009248,CAISO,node
CHANDLER_1_G01GNODE,46.26684,-119.590045,CAISO,node
CHANDLER_1_G02GNODE,46.26684,-119.590175,CAISO,node
CHANNEL_6_N001,37.955266,-121.3324207,CAISO,node
CHAPARRL_LNODELD2,33.517239,-111.8863672,CAISO,node
CHAPARRL_LNODELD3,33.517239,-111.8864748,CAISO,node
CHARKA_1_N001,35.608038,-119.325523,CAISO,node
CHARMNGN_7_N001,34.21039,-119.13967,CAISO,node
CHA_1_CHA_SUNED_SLRGNODE,32.00195833,-106.4060139,CAISO,node
CHA_LNODEXF1,47.003283,-122.863291,CAISO,node
CHA_LNODE_10,32.00195833,-106.4059076,CAISO,node
CHA_LNODE_11,32.00188025,-106.4059607,CAISO,node
CHA_LNODE_13,32.00188025,-106.406067,CAISO,node
CHA_LNODE_14,32.00195833,-106.4061202,CAISO,node
CHA_LNODE_15,32.00203641,-106.406067,CAISO,node
CHA_LNODE_OL,32.00203641,-106.4059607,CAISO,node
CHCARITA_1_N001,32.96008953,-117.0898933,CAISO,node
CHCARITA_1_N004,32.95991047,-117.0898933,CAISO,node
CHCARITA_1_N008,32.95991047,-117.0901067,CAISO,node
CHCARITA_1_N012,32.96008953,-117.0901067,CAISO,node
CHEAT_SR_LNODELD2,33.376742,-112.181796,CAISO,node
CHEHA_BP_LNODERV2,46.599125,-122.9469474,CAISO,node
CHEHA_BP_LNODESS,46.599125,-122.9470786,CAISO,node
CHEMA_BP_LNODEF1A,45.014445,-122.9993655,CAISO,node
CHEMA_BP_LNODESS,45.014445,-122.9994925,CAISO,node
CHEMW_BP_G01GNODE,46.13105388,-122.98463,CAISO,node
CHEMW_BP_G02GNODE,46.13097306,-122.9845627,CAISO,node
CHEMW_BP_G05GNODE,46.13097306,-122.9846973,CAISO,node
CHENEY_1_CHENEYLNODE,47.47672926,-117.5793598,CAISO,node
CHENEY_1_IPLLNODE,47.47672926,-117.5794934,CAISO,node
CHENY_1_N001,36.632844,-120.531625,CAISO,node
CHEROKEE_6_N001,38.005513,-121.237769,CAISO,node
CHESH_BP_LNODEDR1,44.192869,-123.230618,CAISO,node
CHESH_BP_LNODEDR2,44.192869,-123.230744,CAISO,node
CHESTER_1_1LNODE,47.6428,-117.2725331,CAISO,node
CHESTER_1_2LNODE,47.6428,-117.2726669,CAISO,node
CHESTER_6_N001,40.304405,-121.224282,CAISO,node
CHESTN_7_NBT1,36.16025353,119.9050469,CAISO,node
CHESTN_7_NBT2,36.16007447,119.9050469,CAISO,node
CHESTN_7_NSR1,36.16007447,119.9048251,CAISO,node
CHESTN_7_NSR2,36.16025353,119.9048251,CAISO,node
CHEVGEN1_7_B1,37.93,-122.38,CAISO,node
CHEVGEN2_7_B1,37.95,-122.4,CAISO,node
CHEVMAIN_6_N004,33.903611,-118.414167,CAISO,node
CHEWELAH_1_1LNODE,48.2666,-117.7273,CAISO,node
CHEYENNE_LNODE-1,36.21928372,-115.277849,CAISO,node
CHEYENNE_LNODE-2,36.21920314,-115.2777913,CAISO,node
CHEYENNE_LNODE-3,36.21920314,-115.2779067,CAISO,node
CHICOA_6_N001,39.718793,-121.8209617,CAISO,node
CHICOA_6_N010,39.718793,-121.8210783,CAISO,node
CHICOB_1_N001,39.725494,-121.8471877,CAISO,node
CHICOB_1_N002,39.725494,-121.8473043,CAISO,node
CHICO_R_LNODEOAD,45.361776,-110.709684,CAISO,node
CHIEF_BP_LNODERV1,47.986251,-119.651597,CAISO,node
CHIEF_JO_2_G01GNODE,47.986251,-119.6514627,CAISO,node
CHIEF_JO_2_G02GNODE,47.98616109,-119.6514627,CAISO,node
CHIEF_JO_2_G03GNODE,47.98609751,-119.6515577,CAISO,node
CHIEF_JO_2_G04GNODE,47.9860823,-119.6516901,CAISO,node
CHIEF_JO_2_G05GNODE,47.98611344,-119.6518161,CAISO,node
CHIEF_JO_2_G06GNODE,47.98617902,-119.651908,CAISO,node
CHIEF_JO_2_G07GNODE,47.986264,-119.6519519,CAISO,node
CHIEF_JO_2_G08GNODE,47.98635378,-119.6519446,CAISO,node
CHIEF_JO_2_G09GNODE,47.98643602,-119.6518903,CAISO,node
CHIEF_JO_2_G10GNODE,47.98650145,-119.6517981,CAISO,node
CHIEF_JO_2_G11GNODE,47.98654402,-119.6516798,CAISO,node
CHIEF_JO_2_G12GNODE,47.98656072,-119.6515478,CAISO,node
CHIEF_JO_2_G13GNODE,47.98655122,-119.6514142,CAISO,node
CHIEF_JO_2_G14GNODE,47.98651728,-119.6512898,CAISO,node
CHIEF_JO_2_G15GNODE,47.98646233,-119.6511835,CAISO,node
CHIEF_JO_2_G16GNODE,47.98639087,-119.6511019,CAISO,node
CHIEF_JO_5_G17GNODE,47.98630803,-119.6510497,CAISO,node
CHIEF_JO_5_G18GNODE,47.98621919,-119.651029,CAISO,node
CHIEF_JO_5_G19GNODE,47.98612959,-119.6510402,CAISO,node
CHIEF_JO_5_G20GNODE,47.9860441,-119.6510819,CAISO,node
CHIEF_JO_5_G21GNODE,47.985967,-119.651151,CAISO,node
CHIEF_JO_5_G22GNODE,47.98590186,-119.6512436,CAISO,node
CHIEF_JO_5_G23GNODE,47.98585142,-119.6513548,CAISO,node
CHIEF_JO_5_G24GNODE,47.98581762,-119.6514793,CAISO,node
CHIEF_JO_5_G25GNODE,47.98580154,-119.6516114,CAISO,node
CHIEF_JO_5_G26GNODE,47.98580347,-119.6517457,CAISO,node
CHIEF_JO_5_G27GNODE,47.98582299,-119.6518769,CAISO,node
CHINO_6_GN001,33.985057,-117.700871,CAISO,node
CHINO_6_N003,33.99848218,-117.6788692,CAISO,node
CHINO_6_N007,33.99830182,-117.6788692,CAISO,node
CHINO_6_N008,33.99830182,-117.6790868,CAISO,node
CHINO_6_N010,34.059534,-117.773825,CAISO,node
CHINO_6_N019,33.965617,-117.659059,CAISO,node
CHINO_6_N020,34.051,-117.5899456,CAISO,node
CHINO_6_N108,34.0408,-117.8217,CAISO,node
CHIPARK_7_B1,39.267746,-120.776138,CAISO,node
CHIRICAH_LNODERXFR,31.884047,-109.694707,CAISO,node
CHI_LNODESEC,47.590278,-122.713611,CAISO,node
CHLDHOSP_1_N001,36.87,-119.81,CAISO,node
CHLS_LNODEWR1,45.508606,-122.7730071,CAISO,node
CHLS_LNODEWR2,45.508606,-122.7731349,CAISO,node
CHOLLAS_6_N001,32.74405875,-117.046316,CAISO,node
CHOLLAS_6_N008,32.74397813,-117.0462607,CAISO,node
CHOLLAS_6_N009,32.74397813,-117.0463713,CAISO,node
CHOPP_SR_LNODELD0,33.42698269,-111.6748025,CAISO,node
CHOTEAU_LNODEOAD,47.80875,-112.179256,CAISO,node
CHOWCOGN_7_N001,37.1208141,-120.250611,CAISO,node
CHRIS_SR_LNODELD2,33.476555,-112.1869462,CAISO,node
CHRIS_SR_LNODELD3,33.476555,-112.1870538,CAISO,node
CHRLO_H_LNODEOAD,46.129355,-114.179283,CAISO,node
CHROME_J_LNODEOAD,45.348879,-109.599908,CAISO,node
CHR_LNODEXF2,47.795833,-122.586667,CAISO,node
CHR_PDS1_LNODE-1,36.157466,-115.250212,CAISO,node
CHSTN_1_N001,38.09,-120.3,CAISO,node
CHSTN_7_B1,37.874056,-120.477556,CAISO,node
CHS_LNODEK1L,45.65666054,-108.7641529,CAISO,node
CHS_LNODEK2L,45.65648146,-108.7641529,CAISO,node
CHS_LNODEK3L,45.65648146,-108.7644091,CAISO,node
CHS_LNODEK4L,45.65666054,-108.7644091,CAISO,node
CHWCHLA2_7_N001,36.543895,-119.204619,CAISO,node
CHWCHLLA_1_N001,37.12073295,-120.2505522,CAISO,node
CHWCHLLA_1_N002,37.12073295,-120.2506698,CAISO,node
CH_GNODECHST1,34.93948821,-110.3035219,CAISO,node
CH_GNODECHST3,34.93941,-110.3034668,CAISO,node
CH_LNODEAXL1,34.93933179,-110.3035219,CAISO,node
CH_LNODEAXL2,34.93933179,-110.3036321,CAISO,node
CIBOLA_1_ROUTE66GNODE,34.65052169,-104.014345,CAISO,node
